timestamp,apihumidity,apitemperature,gsr,no2,pm10,pm25,shumidity,so2,stemp
2023-11-30_12-34-37,84,3.16,544,13.71,1.08,0.76,36.06,5.13,20.17
2023-11-30_12-38-38,84,3.16,542,10.97,0.84,0.59,35.46,4.05,20.66
2023-11-30_12-42-38,82,3.48,635,10.97,0.84,0.59,37.09,4.05,19.55
2023-11-30_12-46-39,82,3.48,508,10.97,0.84,0.59,30.24,4.05,23.40
2023-11-30_12-50-40,82,3.48,493,10.97,0.84,0.59,31.85,4.05,23.44
2023-11-30_12-54-41,81,3.66,509,10.97,0.84,0.59,44.77,4.05,9.14
2023-11-30_12-58-42,81,3.66,559,10.97,0.84,0.59,37.40,4.05,14.71
2023-11-30_13-02-47,81,3.66,436,10.97,0.84,0.59,26.57,4.05,20.85
2023-11-30_13-06-48,81,3.69,568,10.97,0.84,0.59,25.86,4.05,21.45
2023-11-30_13-10-49,81,3.69,496,10.97,0.84,0.59,24.51,4.05,21.77
2023-11-30_13-14-50,81,3.69,467,10.97,0.84,0.59,24.30,4.05,21.69
2023-11-30_13-18-50,81,3.8,484,10.97,0.84,0.59,24.19,4.05,21.68
2023-11-30_13-22-51,81,3.8,316,10.97,0.84,0.59,24.09,4.05,22.94
2023-11-30_13-26-52,81,3.8,325,10.97,0.84,0.59,24.84,4.05,24.60
2023-11-30_13-30-53,81,3.86,370,10.97,0.84,0.59,20.08,4.05,24.72
2023-11-30_13-34-54,81,3.86,403,10.45,0.82,0.55,21.22,3.93,23.81
2023-11-30_13-38-55,81,3.86,493,10.45,0.82,0.55,20.38,3.93,25.40
2023-11-30_13-42-56,80,3.92,428,10.45,0.82,0.55,19.73,3.93,25.10
2023-11-30_13-46-57,80,3.92,401,10.45,0.82,0.55,19.68,3.93,25.05
2023-11-30_13-50-58,80,3.92,402,10.45,0.82,0.55,20.41,3.93,24.95
2023-11-30_13-54-59,79,4.3,484,10.45,0.82,0.55,19.92,3.93,25.05
2023-11-30_13-59-00,79,4.3,449,10.45,0.82,0.55,20.91,3.93,26.36
2023-11-30_14-03-01,78,4.17,442,10.45,0.82,0.55,20.97,3.93,26.91
2023-11-30_14-07-02,78,4.17,496,10.45,0.82,0.55,20.54,3.93,26.51
2023-11-30_14-11-03,78,4.17,509,10.45,0.82,0.55,20.45,3.93,27.24
